Nome,lat,lon,Tipo Istituto,Gestione,Comune,geometry,Id,Studenti,Classi
"Scuola Secondaria Di Primo Grado ""G. Alberti"" Tesero",46.29027715,11.51401625,Scuola Secondaria di Primo Grado,Statale,Tesero,POINT (11.51401625 46.29027715),0221963001,125,6
"Scuola Secondaria Di Primo Grado ""Marzari Pencati"" Predazzo",46.31183061,11.59889415,Scuola Secondaria di Primo Grado,Statale,Predazzo,POINT (11.59889415 46.31183061),0221473001,163,9
"Scuola Primaria ""G. Manega"" Tesero",46.29022665,11.51280684,Scuola Primaria,Statale,Tesero,POINT (11.51280684 46.29022665),0221962101,172,10
"Scuola Primaria ""M. Morandini Degasperi"" Predazzo",46.31315473,11.59937389,Scuola Primaria,Statale,Predazzo,POINT (11.59937389 46.31315473),0221472101,164,10
"Scuola Primaria ""I. Masia"" Ziano Di Fiemme",46.28638789,11.56250111,Scuola Primaria,Statale,Ziano Di Fiemme,POINT (11.56250111 46.28638789),0222262101,88,5
"Scuola Secondaria Di Primo Grado ""Alta Vallagarina"" Volano",45.89204617,11.03861331,Scuola Secondaria di Primo Grado,Statale,Rovereto,POINT (11.03861331 45.89204617),0222243001,221,11
"Scuola Primaria ""S. Pellico"" Besenello",45.94200887,11.10997247,Scuola Primaria,Statale,Besenello,POINT (11.10997247 45.94200887),0220132101,139,8
"Scuola Primaria ""G. Tovazzi"" Volano",45.91918788,11.0636503,Scuola Primaria,Statale,Volano,POINT (11.0636503 45.91918788),0222242101,137,10
"Scuola Primaria ""A.De Valentini"" Calliano",45.93574493,11.09397761,Scuola Primaria,Statale,Calliano,POINT (11.09397761 45.93574493),0220352101,102,7
"Scuola Primaria ""D. Chiesa"" Noriglio",45.88372733,11.0705159,Scuola Primaria,Statale,Rovereto,POINT (11.0705159 45.88372733),0221612108,100,5
"Scuola Secondaria Di Primo Grado ""L. Negrelli"" Rovereto",45.89580997,11.04425531,Scuola Secondaria di Primo Grado,Statale,Rovereto,POINT (11.04425531 45.89580997),0221613004,339,16
"Scuola Primaria ""M. K. Gandhi"" Rovereto",45.90537614,11.04460322,Scuola Primaria,Statale,Rovereto,POINT (11.04460322 45.90537614),0221612112,340,16
Settore Servizi Serale,46.06525999310671,11.119610029794103,Formazione professionale,Paritaria,Trento,POINT (11.119610029794103 46.06525999310671),0222059694,155,9
Settore Servizi,46.06525999310671,11.119610029794103,Formazione professionale,Paritaria,Trento,POINT (11.119610029794103 46.06525999310671),0222059699,367,18
Settore Industria E Artigianato,46.06774746,11.12659633,Formazione professionale,Paritaria,Trento,POINT (11.12659633 46.06774746),0222059698,225,10
Liceo Scientifico Opzione Scienze Applicate,45.89188064,11.03490562,Scuola Secondaria di Secondo Grado,Paritaria,Rovereto,POINT (11.03490562 45.89188064),0221619690,107,5
Settore Industria E Artigianato Serale,45.89188064,11.03490562,Formazione professionale,Paritaria,Rovereto,POINT (11.03490562 45.89188064),0221619695,44,8
Settore Industria E Artigianato,45.89188064,11.03490562,Formazione professionale,Paritaria,Rovereto,POINT (11.03490562 45.89188064),0221619699,546,27
Settore Industria E Artigianato,45.91926761,10.89321493,Formazione professionale,Paritaria,Arco,POINT (10.89321493 45.91926761),0220069699,195,9
Settore Industria E Artigianato,46.0492931,11.45845723,Formazione professionale,Paritaria,Borgo Valsugana,POINT (11.45845723 46.0492931),0220229699,209,13
Settore Industria E Artigianato,46.3692654,11.03144462,Formazione professionale,Paritaria,Cles,POINT (11.03144462 46.3692654),0220629699,171,8
Settore Servizi,46.31025795,10.74504644,Formazione professionale,Paritaria,Ossana,POINT (10.74504644 46.31025795),0221319699,109,8
Settore Industria E Artigianato,46.1760752,11.83382372,Formazione professionale,Paritaria,Primiero San Martino Di Castrozza,POINT (11.83382372 46.1760752),0222049699,27,3
Settore Servizi,46.1760752,11.83382372,Formazione professionale,Paritaria,Primiero San Martino Di Castrozza,POINT (11.83382372 46.1760752),0222049698,50,7
Settore Industria E Artigianato,46.28711824,11.51197513,Formazione professionale,Paritaria,Tesero,POINT (11.51197513 46.28711824),0221969698,107,5
Settore Servizi,46.28711824,11.51197513,Formazione professionale,Paritaria,Tesero,POINT (11.51197513 46.28711824),0221969699,141,8
Settore Industria E Artigianato,46.03645513,10.7313078,Formazione professionale,Paritaria,Tione Di Trento,POINT (10.7313078 46.03645513),0221999698,202,10
Settore Servizi,46.03645513,10.7313078,Formazione professionale,Paritaria,Tione Di Trento,POINT (10.7313078 46.03645513),0221999699,183,11
Settore Servizi,45.90234856,10.84521314,Formazione professionale,Paritaria,Riva Del Garda,POINT (10.84521314 45.90234856),0221539699,339,19
Settore Industria E Artigianato Serale,46.04549808,11.13754528,Formazione professionale,Paritaria,Trento,POINT (11.13754528 46.04549808),0222059692,94,12
Settore Industria E Artigianato,46.04549808,11.13754528,Formazione professionale,Paritaria,Trento,POINT (11.13754528 46.04549808),0222059697,554,29
Settore Industria E Artigianato,46.06438999346662,11.124070040473754,Formazione professionale,Paritaria,Trento,POINT (11.124070040473754 46.06438999346662),0222059696,304,7
Settore Servizi,46.01319601,11.30251538,Formazione professionale,Paritaria,Levico Terme,POINT (11.30251538 46.01319601),0221049699,206,11
Settore Servizi,45.88718998054378,11.042189994380891,Formazione professionale,Paritaria,Rovereto,POINT (11.042189994380891 45.88718998054378),0221619698,433,24
Settore Servizi,46.35728741,11.02886486,Formazione professionale,Paritaria,Cles,POINT (11.02886486 46.35728741),0220629698,169,9
Settore Servizi,46.03330207,10.72692681,Formazione professionale,Paritaria,Tione Di Trento,POINT (10.72692681 46.03330207),0221999697,91,6
Settore Servizi,45.91954273839659,10.894097724699696,Formazione professionale,Paritaria,Arco,POINT (10.894097724699696 45.91954273839659),0221539698,195,9
Settore Servizi,46.01349606,11.30486909,Formazione professionale,Statale,Levico Terme,POINT (11.30486909 46.01349606),0221049698,320,18
Settore Servizi Serale,45.89060788,11.04772208,Formazione professionale,Statale,Rovereto,POINT (11.04772208 45.89060788),0221619685,102,9
Settore Servizi,45.89060788,11.04772208,Formazione professionale,Statale,Rovereto,POINT (11.04772208 45.89060788),0221619696,307,16
Settore Servizi Serale,46.05267139,11.13116373,Formazione professionale,Statale,Trento,POINT (11.13116373 46.05267139),0222059670,148,18
Settore Industria E Artigianato,46.04549808,11.13754528,Formazione professionale,Statale,Trento,POINT (11.13754528 46.04549808),0222059693,142,9
Settore Servizi,46.05267139,11.13116373,Formazione professionale,Statale,Trento,POINT (11.13116373 46.05267139),0222059695,273,16
Scuola Primaria Varena,46.3035153,11.45583411,Scuola Primaria,Statale,Ville Di Fiemme,POINT (11.45583411 46.3035153),0222112101,72,5
Scuola Primaria Molina Di Fiemme,46.27445608,11.4164579,Scuola Primaria,Statale,Castello-Molina Di Fiemme,POINT (11.4164579 46.27445608),0220472102,54,5
Scuola Primaria Masi Cavalese,46.2835054,11.48534721,Scuola Primaria,Statale,Cavalese,POINT (11.48534721 46.2835054),0220502102,33,5
Scuola Primaria Cavalese,46.28924545,11.46322473,Scuola Primaria,Statale,Cavalese,POINT (11.46322473 46.28924545),0220502101,150,10
Scuola Primaria Castello Di Fiemme,46.28171414,11.43525497,Scuola Primaria,Statale,Castello-Molina Di Fiemme,POINT (11.43525497 46.28171414),0220472101,75,5
Scuola Primaria Casatta Valfloriana,46.24942264,11.34250453,Scuola Primaria,Statale,Valfloriana,POINT (11.34250453 46.24942264),0222092101,17,6
Scuola Primaria Carano,46.29237416,11.4403675,Scuola Primaria,Statale,Ville Di Fiemme,POINT (11.4403675 46.29237416),0220412101,49,5
Scuola Primaria Capriana,46.26281982,11.33849356,Scuola Primaria,Statale,Capriana,POINT (11.33849356 46.26281982),0220402101,19,5
Liceo Linguistico,46.28974311,11.46737565,Scuola Secondaria di Secondo Grado,Statale,Cavalese,POINT (11.46737565 46.28974311),0220507103,82,5
Liceo Delle Scienze Umane Opzione Economico Sociale,46.28974311,11.46737565,Scuola Secondaria di Secondo Grado,Statale,Cavalese,POINT (11.46737565 46.28974311),0220507104,56,4
Istituto Tecnico Per Il Settore Economico - Predazzo,46.31109637,11.59847592,Scuola Secondaria di Secondo Grado,Statale,Predazzo,POINT (11.59847592 46.31109637),0221475403,217,12
Istituto Tecnico Per Il Settore Tecnologico,46.28974311,11.46737565,Scuola Secondaria di Secondo Grado,Statale,Cavalese,POINT (11.46737565 46.28974311),0220505404,93,5
Istituto Tecnico Per Il Settore Economico Serale - Predazzo,46.31109637,11.59847592,Scuola Secondaria di Secondo Grado,Statale,Predazzo,POINT (11.59847592 46.31109637),0221475404,48,7
Istituto Tecnico Per Il Settore Tecnologico Serale - Predazzo,46.31109637,11.59847592,Scuola Secondaria di Secondo Grado,Statale,Predazzo,POINT (11.59847592 46.31109637),0221475405,37,7
Educazione Per Adulti Relativa Al Primo Ciclo,46.28974311,11.46737565,Educazione per adulti,Statale,Cavalese,POINT (11.46737565 46.28974311),0220509902,6,2
Liceo Scientifico,46.28974311,11.46737565,Scuola Secondaria di Secondo Grado,Statale,Cavalese,POINT (11.46737565 46.28974311),0220507102,111,5
"Scuola Secondaria Di Primo Grado ""A. Vielmetti"" Cembra",46.17279132,11.2234707,Scuola Secondaria di Primo Grado,Statale,Cembra Lisignago,POINT (11.2234707 46.17279132),0220553001,118,6
Scuola Secondaria Di Primo Grado Verla Giovo,46.15731277,11.15499731,Scuola Secondaria di Primo Grado,Statale,Giovo,POINT (11.15499731 46.15731277),0220923001,79,5
Scuola Secondaria Di Primo Grado Stedro Segonzano,46.19119747,11.25965589,Scuola Secondaria di Primo Grado,Statale,Segonzano,POINT (11.25965589 46.19119747),0221723001,58,4
Scuola Primaria Verla Giovo,46.15747034,11.15500347,Scuola Primaria,Statale,Giovo,POINT (11.15500347 46.15747034),0220922101,117,7
Scuola Primaria Stedro Segonzano,46.19119747,11.25965589,Scuola Primaria,Statale,Segonzano,POINT (11.25965589 46.19119747),0221722101,58,5
"Scuola Primaria ""P. Sartori"" Sover",46.22120788,11.31536775,Scuola Primaria,Statale,Sover,POINT (11.31536775 46.22120788),0221772101,24,6
"Scuola Primaria ""Don L. Milani"" Lases",46.14445669,11.22081052,Scuola Primaria,Statale,Lona-Lases,POINT (11.22081052 46.14445669),0221082101,32,5
"Scuola Primaria ""P. Marconi"" Faver",46.18085198,11.23631891,Scuola Primaria,Statale,Altavalle,POINT (11.23631891 46.18085198),0220822101,59,5
Scuola Primaria Cembra,46.17513157,11.22294326,Scuola Primaria,Statale,Cembra Lisignago,POINT (11.22294326 46.17513157),0220552101,128,7
"Scuola Secondaria Di Primo Grado ""G. Alessandrini"" Civezzano",46.09276784,11.17936618,Scuola Secondaria di Primo Grado,Statale,Civezzano,POINT (11.17936618 46.09276784),0220613001,147,8
Scuola Secondaria Di Primo Grado Albiano,46.14222708,11.19464941,Scuola Secondaria di Primo Grado,Statale,Albiano,POINT (11.19464941 46.14222708),0220023001,41,3
"Scuola Primaria ""G. B. Borsieri"" Civezzano",46.0899965,11.18026747,Scuola Primaria,Statale,Civezzano,POINT (11.18026747 46.0899965),0220612101,111,6
Scuola Primaria Seregnano Civezzano,46.09364251,11.1969904,Scuola Primaria,Statale,Civezzano,POINT (11.1969904 46.09364251),0220612102,73,5
"Scuola Primaria ""A. Girardi"" Fornace",46.1174275,11.20531857,Scuola Primaria,Statale,Fornace,POINT (11.20531857 46.1174275),0220892101,73,5
Scuola Primaria Albiano,46.14222708,11.19464941,Scuola Primaria,Statale,Albiano,POINT (11.19464941 46.14222708),0220022101,104,6
Settore Servizi,46.09276784,11.17936618,,Paritaria,Civezzano,POINT (11.17936618 46.09276784),0220614704,89,4
Istituto Tecnico Per Il Settore Tecnologico,46.09276784,11.17936618,Scuola Secondaria di Secondo Grado,Paritaria,Civezzano,POINT (11.17936618 46.09276784),0220615402,115,5
Istituto Professionale Per Il Settore Dei Servizi,46.09276784,11.17936618,Scuola Secondaria di Secondo Grado,Paritaria,Civezzano,POINT (11.17936618 46.09276784),0220614705,95,5
Istituto Tecnico Per Il Settore Economico,46.09276784,11.17936618,Scuola Secondaria di Secondo Grado,Paritaria,Civezzano,POINT (11.17936618 46.09276784),0220615401,134,6
"Scuola Secondaria Di Primo Grado ""V. Inama"" Cles",46.36513918,11.02991539,Scuola Secondaria di Primo Grado,Statale,Cles,POINT (11.02991539 46.36513918),0220623001,255,12
"Scuola Primaria Varollo Livo ""Chiara Lubich""",46.39986204,11.02184554,Scuola Primaria,Statale,Livo,POINT (11.02184554 46.39986204),0221062101,60,5
"Scuola Primaria ""O.Focherini M.Marchesi"" Mione Rumo",46.43714626,11.02938404,Scuola Primaria,Statale,Rumo,POINT (11.02938404 46.43714626),0221632101,32,5
Scuola Primaria Cles,46.36513918,11.02991539,Scuola Primaria,Statale,Cles,POINT (11.02991539 46.36513918),0220622101,349,17
Istituto Tecnico Per Il Settore Economico,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220625208,254,14
Istituto Tecnico Per Il Settore Tecnologico,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220625209,465,28
Istituto Tecnico Per Il Settore Tecnologico Serale,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220625508,29,6
Istituto Tecnico Per Il Settore Economico Serale,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220625509,86,7
Educazione Per Adulti Relativa Al Primo Ciclo,46.36885913,11.03294768,Educazione per adulti,Statale,Cles,POINT (11.03294768 46.36885913),0220629903,190,21
Liceo Scientifico,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627103,238,14
Liceo Delle Scienze Umane Opzione Economico Sociale,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627108,86,5
Liceo Delle Scienze Umane,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627107,158,9
Liceo Linguistico,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627106,170,10
Liceo Scientifico Opzione Scienze Applicate,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627105,181,10
Liceo Classico,46.36885913,11.03294768,Scuola Secondaria di Secondo Grado,Statale,Cles,POINT (11.03294768 46.36885913),0220627104,71,5
"Scuola Secondaria Di Primo Grado ""V. Vielmetti"" Denno",46.27033819,11.04903329,Scuola Secondaria di Primo Grado,Statale,Denno,POINT (11.04903329 46.27033819),0220743001,168,8
Scuola Primaria Vigo Ton,46.26542332,11.08573142,Scuola Primaria,Statale,Ton,POINT (11.08573142 46.26542332),0222002101,54,5
Scuola Primaria Flavon,46.2991618,11.0313185,Scuola Primaria,Statale,Contà,POINT (11.0313185 46.2991618),0220862101,52,5
"Scuola Primaria ""Mons. S. Weber"" Denno",46.27522326,11.04781378,Scuola Primaria,Statale,Denno,POINT (11.04781378 46.27522326),0220742101,90,5
"Scuola Primaria ""M. Pezzi"" Campodenno",46.25748471,11.03657606,Scuola Primaria,Statale,Campodenno,POINT (11.03657606 46.25748471),0220372101,67,5
"Scuola Secondaria Di Primo Grado ""E. Leonardi"" Tuenno",46.32730627,11.0226118,Scuola Secondaria di Primo Grado,Statale,Ville D'Anaunia,POINT (11.0226118 46.32730627),0222073001,119,7
"Scuola Primaria ""V. Maistrelli"" Tuenno",46.32730627,11.0226118,Scuola Primaria,Statale,Ville D'Anaunia,POINT (11.0226118 46.32730627),0222072101,122,8
Scuola Primaria Tassullo,46.3358041,11.0498028,Scuola Primaria,Statale,Ville D'Anaunia,POINT (11.0498028 46.3358041),0221872101,68,5
Liceo Linguistico,45.88747411,10.84478082,Scuola Secondaria di Secondo Grado,Statale,Riva Del Garda,POINT (10.84478082 45.88747411),0221537109,136,7
Liceo Delle Scienze Umane,45.88747411,10.84478082,Scuola Secondaria di Secondo Grado,Statale,Riva Del Garda,POINT (10.84478082 45.88747411),0221537108,215,10
Liceo Scientifico Opzione Scienze Applicate,45.88747411,10.84478082,Scuola Secondaria di Secondo Grado,Statale,Riva Del Garda,POINT (10.84478082 45.88747411),0221537107,177,9
Liceo Scientifico,45.88747411,10.84478082,Scuola Secondaria di Secondo Grado,Statale,Riva Del Garda,POINT (10.84478082 45.88747411),0221537106,302,15
"Scuola Primaria ""La Vela"" Rovereto",45.88786075,11.035642444587998,Scuola Primaria,Paritaria,Rovereto,POINT (11.035642444587998 45.88786075),0221612113,113,5
"Scuola Secondaria Di Primo Grado ""La Vela"" Rovereto",45.88786075,11.035642444587998,Scuola Secondaria di Primo Grado,Paritaria,Rovereto,POINT (11.035642444587998 45.88786075),0221613050,76,3
"Scuola Secondaria Di Primo Grado ""A. Degasperi"" Rovereto",45.88513624,11.02375982,Scuola Secondaria di Primo Grado,Statale,Rovereto,POINT (11.02375982 45.88513624),0221613002,302,13
"Scuola Primaria ""F.Lli Filzi"" Rovereto",45.88846759,11.02521375,Scuola Primaria,Statale,Rovereto,POINT (11.02521375 45.88846759),0221612110,399,21
"Scuola Primaria ""R. Levi Montalcini"" Isera",45.88361061,11.00847269,Scuola Primaria,Statale,Isera,POINT (11.00847269 45.88361061),0220982101,151,9
"Scuola Secondaria Di Primo Grado ""D. Chiesa"" Rovereto",45.89043481,11.03661984,Scuola Secondaria di Primo Grado,Statale,Rovereto,POINT (11.03661984 45.89043481),0221613001,361,16
"Scuola Primaria ""Regina Elena"" Rovereto",45.88484561,11.04291837,Scuola Primaria,Statale,Rovereto,POINT (11.04291837 45.88484561),0221612102,394,20
"Scuola Primaria ""F. Cavallin"" Vallarsa Raossi",45.78259197,11.11918212,Scuola Primaria,Statale,Vallarsa,POINT (11.11918212 45.78259197),0222102101,42,6
Scuola Primaria Moscheri Trambileno,45.8681,11.07413096,Scuola Primaria,Statale,Trambileno,POINT (11.07413096 45.8681),0222032101,41,6
"Scuola Primaria ""N. Valduga"" Terragnolo",45.8788147,11.15053336,Scuola Primaria,Statale,Terragnolo,POINT (11.15053336 45.8788147),0221932101,14,4
"Scuola Secondaria Di Primo Grado ""F. Halbherr"" Rovereto",45.87026712,11.03059244,Scuola Secondaria di Primo Grado,Statale,Rovereto,POINT (11.03059244 45.87026712),0221613003,334,15
"Scuola Primaria ""D. Alighieri"" Rovereto",45.87915257,11.03528881,Scuola Primaria,Statale,Rovereto,POINT (11.03528881 45.87915257),0221612104,318,17
"Scuola Primaria ""A. Rosmini"" Marco",45.84165973,11.00769233,Scuola Primaria,Statale,Rovereto,POINT (11.00769233 45.84165973),0221612106,168,9
"Scuola Primaria ""F. Guella"" Lizzana",45.86777299,11.03377132,Scuola Primaria,Statale,Rovereto,POINT (11.03377132 45.86777299),0221612105,175,9
Scuola Secondaria Di Primo Grado Arcivescovile Dame Inglesi Rovereto,45.89238998754527,11.043899986447713,Scuola Secondaria di Primo Grado,Paritaria,Rovereto,POINT (11.043899986447713 45.89238998754527),0221613006,204,15
Scuola Primaria Arcivescovile Dame Inglesi Rovereto,45.89238998754527,11.043899986447713,Scuola Primaria,Paritaria,Rovereto,POINT (11.043899986447713 45.89238998754527),0221612103,158,8
Liceo Linguistico Arcivescovile Dame Inglesi - Rovereto,45.89686998906399,11.043330017031792,Scuola Secondaria di Secondo Grado,Paritaria,Rovereto,POINT (11.043330017031792 45.89686998906399),0221617115,92,5
Istituto Professionale Per Il Settore Dei Servizi Serale,45.89493504,11.03171512,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.03171512 45.89493504),0221614416,102,10
Istituto Tecnico Per Il Settore Economico Serale,45.89493504,11.03171512,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.03171512 45.89493504),0221614415,86,10
Istituto Professionale Per Il Settore Dei Servizi,45.89493504,11.03171512,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.03171512 45.89493504),0221614402,443,21
Istituto Tecnico Per Il Settore Economico,45.89493504,11.03171512,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.03171512 45.89493504),0221615401,328,19
Educazione Per Adulti Relativa Al Primo Ciclo,45.89493504,11.03171512,Educazione per adulti,Statale,Rovereto,POINT (11.03171512 45.89493504),0221619901,88,6
Istituto Tecnico Per Il Settore Tecnologico Serale,45.91240043,11.04277207,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.04277207 45.91240043),0221615205,118,21
Istituto Tecnico Per Il Settore Tecnologico,45.91240043,11.04277207,Scuola Secondaria di Secondo Grado,Statale,Rovereto,POINT (11.04277207 45.91240043),0221615204,972,48
Scuola Primaria Sant'Orsola,46.10824358,11.30166417,Scuola Primaria,Statale,Sant'Orsola Terme,POINT (11.30166417 46.10824358),0221682101,46,5
"Scuola Primaria ""Don L. Milani"" Pergine Valsugana",46.06503335,11.23944961,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.23944961 46.06503335),0221392101,260,13
Scuola Primaria Canezza,46.07964247,11.27783759,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.27783759 46.07964247),0221392103,92,5
"Scuola Secondaria Di Primo Grado ""T. Garbari"" Pergine Valsugana",46.06582397,11.23029603,Scuola Secondaria di Primo Grado,Statale,Pergine Valsugana,POINT (11.23029603 46.06582397),0221393002,436,19
"Scuola Primaria ""G. Rodari"" Pergine Valsugana",46.06235656,11.24152647,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.24152647 46.06235656),0221392112,304,15
Scuola Primaria Susa',46.04941511,11.22280672,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.22280672 46.04941511),0221392107,99,6
Scuola Primaria Madrano,46.08424902,11.21863971,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.21863971 46.08424902),0221392104,93,6
Scuola Primaria Canale,46.04247281,11.22810745,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.22810745 46.04247281),0221392102,112,7
Liceo Scientifico,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221397101,72,5
Liceo Delle Scienze Umane,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221397103,93,6
Liceo Delle Scienze Umane Opzione Economico Sociale,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221397104,111,6
Istituto Tecnico Per Il Settore Economico - Pergine,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221395403,93,6
Istituto Tecnico Per Il Settore Economico - Levico,46.01392308,11.29631354,Scuola Secondaria di Secondo Grado,Statale,Levico Terme,POINT (11.29631354 46.01392308),0221045401,70,4
Istituto Tecnico Per Il Settore Tecnologico,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221395207,187,15
Istituto Tecnico Per Il Settore Tecnologico Serale,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221395208,29,9
Liceo Linguistico,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221397105,103,5
Istituto Tecnico Per Il Settore Economico Serale,46.06192091,11.24535512,Scuola Secondaria di Secondo Grado,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221395404,82,8
Educazione Per Adulti Relativa Al Primo Ciclo,46.06192091,11.24535512,Educazione per adulti,Statale,Pergine Valsugana,POINT (11.24535512 46.06192091),0221399901,191,12
Scuola Primaria Zivignago,46.06628395,11.25344841,Scuola Primaria,Statale,Pergine Valsugana,POINT (11.25344841 46.06628395),0221392110,109,5
"Scuola Primaria ""N. Pernici"" Riva Del Garda",45.88793109,10.84739691,Scuola Primaria,Statale,Riva Del Garda,POINT (10.84739691 45.88793109),0221532101,296,14
Scuola Primaria Nago Torbole,45.87815933,10.89211121,Scuola Primaria,Statale,Nago-Torbole,POINT (10.89211121 45.87815933),0221242101,136,8
"Scuola Secondaria Di Primo Grado ""S. Sighele"" Riva Del Garda",45.89658882,10.84679498,Scuola Secondaria di Primo Grado,Statale,Riva Del Garda,POINT (10.84679498 45.89658882),0221533002,304,14
"Scuola Primaria ""A. Zadra"" Rione Degasperi Riva Del Garda",45.89219559,10.84968988,Scuola Primaria,Statale,Riva Del Garda,POINT (10.84968988 45.89219559),0221532106,226,14
